response,context,context_2,context_3,context_4,context_5,context_6,context_7
Are you using WAMP on bootcamp? I would just use MAMP because that's what he told us to use. ,"even on the MAMP version, i can't find the www folder so let me know if u figure out what the problem is!","Thanks for the clarification, Matthew. I am a Mac user so knowing this is useful to distinguish between the two.","Hey Ryan, ","Someone correct me if I'm wrong on this, but I believe for Mac you have to use MAMP (the version of WAMP for Mac's). My guess is that could be the issue? ","In the lecture video, the file is saved in the www folder through WAMP. However, I am on a mac and am using WAMP and am unable to find where to save the file so that I can access the root folder to display the output.",,
"even on the MAMP version, i can't find the www folder so let me know if u figure out what the problem is!","Thanks for the clarification, Matthew. I am a Mac user so knowing this is useful to distinguish between the two.","Hey Ryan, ","Someone correct me if I'm wrong on this, but I believe for Mac you have to use MAMP (the version of WAMP for Mac's). My guess is that could be the issue? ","In the lecture video, the file is saved in the www folder through WAMP. However, I am on a mac and am using WAMP and am unable to find where to save the file so that I can access the root folder to display the output.",,,
"Thanks for the clarification, Matthew. I am a Mac user so knowing this is useful to distinguish between the two.","Hey Ryan, ","Someone correct me if I'm wrong on this, but I believe for Mac you have to use MAMP (the version of WAMP for Mac's). My guess is that could be the issue? ","In the lecture video, the file is saved in the www folder through WAMP. However, I am on a mac and am using WAMP and am unable to find where to save the file so that I can access the root folder to display the output.",,,,
"Hey Ryan, ","Someone correct me if I'm wrong on this, but I believe for Mac you have to use MAMP (the version of WAMP for Mac's). My guess is that could be the issue? ","In the lecture video, the file is saved in the www folder through WAMP. However, I am on a mac and am using WAMP and am unable to find where to save the file so that I can access the root folder to display the output.",,,,,
"Someone correct me if I'm wrong on this, but I believe for Mac you have to use MAMP (the version of WAMP for Mac's). My guess is that could be the issue? ","In the lecture video, the file is saved in the www folder through WAMP. However, I am on a mac and am using WAMP and am unable to find where to save the file so that I can access the root folder to display the output.",,,,,,
"Wow thanks you really helped me understand how to make the loops work, would highly recommend if you need help.",Thanks for sharing! It really helped to clarify how to determine prime numbers.,Thank you Charlie!  This really helped me wrap my head around figuring the homework out.,This is very helpful in trying to figure out how to do the prime number loop!,Thanks so much for sharing Charlie that link was very helpful for the prime number determination loop!,This link really helped me figure out how to do the loops to figure out if the number is a prime number:,,
Thanks for sharing! It really helped to clarify how to determine prime numbers.,Thank you Charlie!  This really helped me wrap my head around figuring the homework out.,This is very helpful in trying to figure out how to do the prime number loop!,Thanks so much for sharing Charlie that link was very helpful for the prime number determination loop!,This link really helped me figure out how to do the loops to figure out if the number is a prime number:,,,
Thank you Charlie!  This really helped me wrap my head around figuring the homework out.,This is very helpful in trying to figure out how to do the prime number loop!,Thanks so much for sharing Charlie that link was very helpful for the prime number determination loop!,This link really helped me figure out how to do the loops to figure out if the number is a prime number:,,,,
This is very helpful in trying to figure out how to do the prime number loop!,Thanks so much for sharing Charlie that link was very helpful for the prime number determination loop!,This link really helped me figure out how to do the loops to figure out if the number is a prime number:,,,,,
Thanks so much for sharing Charlie that link was very helpful for the prime number determination loop!,This link really helped me figure out how to do the loops to figure out if the number is a prime number:,,,,,,
I as well uninstalled and reinstalled it again. If that doesn't work refer back to the instructions or see if other students are having the same issue. I hope this work  ,"Yeah, I couldn't figure out how to get it to load in Chrome. Does anyone know how to fix it?",Thanks so much! I had so many issues getting WAMP working. Figured I should just re-install it to cause less trouble. Thanks!,I uninstalled it and then installed it again. I hope that helped!,Thanks for posting this - it helped when I had issues with WAMP,"Also another solution to this problem, you can open the wampmanger.conf through notepad ++ and manually change the navigator path to Google Chrome.  ",If anyone is having trouble with WAMP - reinstalling and using Chrome as the browser helped solved my problem - I had issues connecting to the server using internet explorer.,
"Yeah, I couldn't figure out how to get it to load in Chrome. Does anyone know how to fix it?",Thanks so much! I had so many issues getting WAMP working. Figured I should just re-install it to cause less trouble. Thanks!,I uninstalled it and then installed it again. I hope that helped!,Thanks for posting this - it helped when I had issues with WAMP,"Also another solution to this problem, you can open the wampmanger.conf through notepad ++ and manually change the navigator path to Google Chrome.  ",If anyone is having trouble with WAMP - reinstalling and using Chrome as the browser helped solved my problem - I had issues connecting to the server using internet explorer.,,
Thanks so much! I had so many issues getting WAMP working. Figured I should just re-install it to cause less trouble. Thanks!,I uninstalled it and then installed it again. I hope that helped!,Thanks for posting this - it helped when I had issues with WAMP,"Also another solution to this problem, you can open the wampmanger.conf through notepad ++ and manually change the navigator path to Google Chrome.  ",If anyone is having trouble with WAMP - reinstalling and using Chrome as the browser helped solved my problem - I had issues connecting to the server using internet explorer.,,,
I uninstalled it and then installed it again. I hope that helped!,Thanks for posting this - it helped when I had issues with WAMP,"Also another solution to this problem, you can open the wampmanger.conf through notepad ++ and manually change the navigator path to Google Chrome.  ",If anyone is having trouble with WAMP - reinstalling and using Chrome as the browser helped solved my problem - I had issues connecting to the server using internet explorer.,,,,
Thanks for posting this - it helped when I had issues with WAMP,"Also another solution to this problem, you can open the wampmanger.conf through notepad ++ and manually change the navigator path to Google Chrome.  ",If anyone is having trouble with WAMP - reinstalling and using Chrome as the browser helped solved my problem - I had issues connecting to the server using internet explorer.,,,,,
"Also another solution to this problem, you can open the wampmanger.conf through notepad ++ and manually change the navigator path to Google Chrome.  ",If anyone is having trouble with WAMP - reinstalling and using Chrome as the browser helped solved my problem - I had issues connecting to the server using internet explorer.,,,,,,
"It is also very possible to use two for loops to go through the same process, thought it might not be as easy for an outside reader to understand",That method does work but i would use two for loops just so it is easier to read and better coding style.  The counter variable would just be a local variable in the loop where if you use a while loop you have to make it before.,"I think your method is definitely an easier way to interpret the problem, but I was able to use for loops both times to get the right answer. You just have to make sure you use the break; command to get out of a for loop when the correct numbers are there. Using the while loop definitely seems like an easier way to go about it though.","If anyone is having trouble with the logic of the loops, I used a while loop to ensure all the numbers were below 50 and then a for loop to loop through the numbers in the counter. Within the for loop I used if statements. ",,,,
That method does work but i would use two for loops just so it is easier to read and better coding style.  The counter variable would just be a local variable in the loop where if you use a while loop you have to make it before.,"I think your method is definitely an easier way to interpret the problem, but I was able to use for loops both times to get the right answer. You just have to make sure you use the break; command to get out of a for loop when the correct numbers are there. Using the while loop definitely seems like an easier way to go about it though.","If anyone is having trouble with the logic of the loops, I used a while loop to ensure all the numbers were below 50 and then a for loop to loop through the numbers in the counter. Within the for loop I used if statements. ",,,,,
"I think your method is definitely an easier way to interpret the problem, but I was able to use for loops both times to get the right answer. You just have to make sure you use the break; command to get out of a for loop when the correct numbers are there. Using the while loop definitely seems like an easier way to go about it though.","If anyone is having trouble with the logic of the loops, I used a while loop to ensure all the numbers were below 50 and then a for loop to loop through the numbers in the counter. Within the for loop I used if statements. ",,,,,,
"I believe the lunchDB.sql file is for the lecture covering the mySQL content, which would be the next lecture after PHP. The files are in the Lecture 14 zip file.",does anyone know where the lunchDB.sql is on canvas that he uses in the lecture?,,,,,,
You need 12. It wasn't a recent announcement. I clearly stated in the project requirement document that each member should develop at least 4 use cases and 4 wireframed web pages. I also emphasized a few times in class.  ,lol nvm,We received an announcement earlier saying each person needs to do 4 wireframes while the spec didn't exactly specify if we needed 12 total or 4 total. Can we get clarification on this or nah.,,,,,
lol nvm,We received an announcement earlier saying each person needs to do 4 wireframes while the spec didn't exactly specify if we needed 12 total or 4 total. Can we get clarification on this or nah.,,,,,,
Thank you!,You can use whatever tool you feel comfortable with to make the team schedule. A table with deadlines and tasks listed is also fine. ,"Are there any examples in the slides of what the project schedule is supposed to look like? Also, for the relational database, is the deliverable for this report just the relational model or should we have the actual database finished too? ",,,,,
You can use whatever tool you feel comfortable with to make the team schedule. A table with deadlines and tasks listed is also fine. ,"Are there any examples in the slides of what the project schedule is supposed to look like? Also, for the relational database, is the deliverable for this report just the relational model or should we have the actual database finished too? ",,,,,,
"No, it was not a last-second change. Please see my replies above.  Maybe the wireframed page requirement is not explicit enough in the midterm progress report section. But if you read the first page carefully, I clearly stated that each member should be responsible for one module, which is subject to a list of requirements, including having 4 web pages. ","On the requirements for the deliverable it says ""at least four"" wireframes are necessary. In your latest email you state 4 per person but it seems a bit unfair to change it last second. Could we get clarification on this topic please?",,,,,,
Please read my first post. ,"Hello, I understand that we need to do #4&5 individually but when we submit do we submit one as a group or submit each individual work? Also, does this mean a total of 12 unique use cases? ",,,,,,
thank you!,"The use case approach is good for the divide-and-conquer approach where a complex system can be broken down into small and manageable components. Combing use cases would defeat that purpose. Your team should have 12 use cases that can rely on each other. But each one of them can be designed and implemented separately. Your use case definition is subject to the requirement set forth in this class, not the one in the systems development class. Please follow my example in the slides to define each use case. ","Upon meeting with my group, we found that a lot of our use cases could be combined to make a total of 9 use cases in one use case diagram. Is that enough use cases or do we still need 12 in our final one? I remember in systems development my professor told me to try and keep them concise and then elaborate them in the use case descriptions. Thanks!",,,,,
"The use case approach is good for the divide-and-conquer approach where a complex system can be broken down into small and manageable components. Combing use cases would defeat that purpose. Your team should have 12 use cases that can rely on each other. But each one of them can be designed and implemented separately. Your use case definition is subject to the requirement set forth in this class, not the one in the systems development class. Please follow my example in the slides to define each use case. ","Upon meeting with my group, we found that a lot of our use cases could be combined to make a total of 9 use cases in one use case diagram. Is that enough use cases or do we still need 12 in our final one? I remember in systems development my professor told me to try and keep them concise and then elaborate them in the use case descriptions. Thanks!",,,,,,
Thank you!,Hi everyone!,,,,,,
"I had a similar issue when I first loaded WAMP. Make sure to right click the icon and select ""Run as Administrator"", one of the servers needs admin access to initialize. ","The way I resolved this issue was clicking on the WAMP server icon and clicking ""Start All Services.""  That got it to turn from orange to green!","I had this issue too, but it just turned green after waiting for a good amount of time. I installed WAMP server way back during the beginning of the semester for another class, but it might just be that sometime you have to wait for it to settle, or just reinstall.",This is a somewhat common problem and this solution seems to always work. Definitely try this out first!!,"Not sure if anyone else is having this issue but my WAMP server is not loading correctly. The icon does not turn green like it should, it goes from red to orange and gets stuck there. It continued to give me the error that 2 of 3 servers were connected. I restarted my computer, exited WAMP, re-opened WAMP and still nothing worked. Eventually, I decided to uninstall and reinstall WAMP server and then my problem went away. Somewhat annoying I know, but in case if anyone else is having the problem you might just have to uninstall and reinstall. Thanks!",,,
"The way I resolved this issue was clicking on the WAMP server icon and clicking ""Start All Services.""  That got it to turn from orange to green!","I had this issue too, but it just turned green after waiting for a good amount of time. I installed WAMP server way back during the beginning of the semester for another class, but it might just be that sometime you have to wait for it to settle, or just reinstall.",This is a somewhat common problem and this solution seems to always work. Definitely try this out first!!,"Not sure if anyone else is having this issue but my WAMP server is not loading correctly. The icon does not turn green like it should, it goes from red to orange and gets stuck there. It continued to give me the error that 2 of 3 servers were connected. I restarted my computer, exited WAMP, re-opened WAMP and still nothing worked. Eventually, I decided to uninstall and reinstall WAMP server and then my problem went away. Somewhat annoying I know, but in case if anyone else is having the problem you might just have to uninstall and reinstall. Thanks!",,,,
"I had this issue too, but it just turned green after waiting for a good amount of time. I installed WAMP server way back during the beginning of the semester for another class, but it might just be that sometime you have to wait for it to settle, or just reinstall.",This is a somewhat common problem and this solution seems to always work. Definitely try this out first!!,"Not sure if anyone else is having this issue but my WAMP server is not loading correctly. The icon does not turn green like it should, it goes from red to orange and gets stuck there. It continued to give me the error that 2 of 3 servers were connected. I restarted my computer, exited WAMP, re-opened WAMP and still nothing worked. Eventually, I decided to uninstall and reinstall WAMP server and then my problem went away. Somewhat annoying I know, but in case if anyone else is having the problem you might just have to uninstall and reinstall. Thanks!",,,,,
This is a somewhat common problem and this solution seems to always work. Definitely try this out first!!,"Not sure if anyone else is having this issue but my WAMP server is not loading correctly. The icon does not turn green like it should, it goes from red to orange and gets stuck there. It continued to give me the error that 2 of 3 servers were connected. I restarted my computer, exited WAMP, re-opened WAMP and still nothing worked. Eventually, I decided to uninstall and reinstall WAMP server and then my problem went away. Somewhat annoying I know, but in case if anyone else is having the problem you might just have to uninstall and reinstall. Thanks!",,,,,,
Thank you! This was a very helpful link!,"https://www.oreilly.com/library/view/learning-php-mysql/9781491906910/ch01.html
 (Links to an external site.)","Hi Andrew, thanks for sharing.",Thanks Andrew!  These were super helpful in helping me to learn more about PHP. ,"While PHP isn't exactly known as an ""industry standard"", this resource provides great tips on how to best enhance your PHP code throughout your homework assignments. I think this will be helpful when it comes to incorporating PHP into our crowdsourcing projects. ",,,
"https://www.oreilly.com/library/view/learning-php-mysql/9781491906910/ch01.html
 (Links to an external site.)","Hi Andrew, thanks for sharing.",Thanks Andrew!  These were super helpful in helping me to learn more about PHP. ,"While PHP isn't exactly known as an ""industry standard"", this resource provides great tips on how to best enhance your PHP code throughout your homework assignments. I think this will be helpful when it comes to incorporating PHP into our crowdsourcing projects. ",,,,
"Hi Andrew, thanks for sharing.",Thanks Andrew!  These were super helpful in helping me to learn more about PHP. ,"While PHP isn't exactly known as an ""industry standard"", this resource provides great tips on how to best enhance your PHP code throughout your homework assignments. I think this will be helpful when it comes to incorporating PHP into our crowdsourcing projects. ",,,,,
Thanks Andrew!  These were super helpful in helping me to learn more about PHP. ,"While PHP isn't exactly known as an ""industry standard"", this resource provides great tips on how to best enhance your PHP code throughout your homework assignments. I think this will be helpful when it comes to incorporating PHP into our crowdsourcing projects. ",,,,,,
Thank you!,"Yes, the format in the pdf file looks right. The arrows are optional. But you can keep it as is. ","I know how to make an ERD, and I think I remember you saying in class that the relational database model is almost the same. The difference is that the ERD gives the cardinality, and the relational database model only uses arrows and does not indicate relationships like ""many to many"" or ""one to one.""",,,,,
"Yes, the format in the pdf file looks right. The arrows are optional. But you can keep it as is. ","I know how to make an ERD, and I think I remember you saying in class that the relational database model is almost the same. The difference is that the ERD gives the cardinality, and the relational database model only uses arrows and does not indicate relationships like ""many to many"" or ""one to one.""",,,,,,
"Hannah,","After watching the video lecture and taking notes, the one thing I'm stick on is interpolation. Does anyone have a quick simplified explanation of this or a helpful like explaining it?",,,,,,
"Yeah, that's what I been doing. Really annoying.","Update: It just happened to start working again when I redownloaded WampServer, not sure how it got fixed. Only thing now is that I have to redownload the sakila database.",This happened to me too and I can't even get my WampServer to work either. I can't figure out how to fix it in order to do my Database homework.,"Hey guys. This might be a different kind of post but has anyone else experienced issues with MySQL workbench after installing WampServer? Basically my workbench is not connected to the same folders/files that it once was. It is connected to WampServer. Does anyone know a fix for this? I imagine most of us are taking Databases alongside this class so hopefully, I am not the only one with this issue. ",,,,
"Update: It just happened to start working again when I redownloaded WampServer, not sure how it got fixed. Only thing now is that I have to redownload the sakila database.",This happened to me too and I can't even get my WampServer to work either. I can't figure out how to fix it in order to do my Database homework.,"Hey guys. This might be a different kind of post but has anyone else experienced issues with MySQL workbench after installing WampServer? Basically my workbench is not connected to the same folders/files that it once was. It is connected to WampServer. Does anyone know a fix for this? I imagine most of us are taking Databases alongside this class so hopefully, I am not the only one with this issue. ",,,,,
This happened to me too and I can't even get my WampServer to work either. I can't figure out how to fix it in order to do my Database homework.,"Hey guys. This might be a different kind of post but has anyone else experienced issues with MySQL workbench after installing WampServer? Basically my workbench is not connected to the same folders/files that it once was. It is connected to WampServer. Does anyone know a fix for this? I imagine most of us are taking Databases alongside this class so hopefully, I am not the only one with this issue. ",,,,,,
I found this article really interesting! I'm currently using localhost in my database class as well as in this class!,"Found this article about localhost interesting. Has anyone used localhost before this class? If so, what have you used it for? What comes to mind when you think of potential ways to use it?",,,,,,
"I did it the same way, I don't believe you need to add two line breaks if you use the (.) connector.",I had those components as 2 separate lines,This helped so much! It was bugging me trying to complete the homework. Thanks so much!,"to get the numbers on separate lines like his example in the homework, I used these lines of code. Hope this helps!","Hi Willow! This is exactly what I was looking for, thanks for going out of your way to share some of that amazing knowledge that you have so much of!",One thing I was confused about is the formatting of how to get the lines to show up. Here is what worked for me:,,
I had those components as 2 separate lines,This helped so much! It was bugging me trying to complete the homework. Thanks so much!,"to get the numbers on separate lines like his example in the homework, I used these lines of code. Hope this helps!","Hi Willow! This is exactly what I was looking for, thanks for going out of your way to share some of that amazing knowledge that you have so much of!",One thing I was confused about is the formatting of how to get the lines to show up. Here is what worked for me:,,,
This helped so much! It was bugging me trying to complete the homework. Thanks so much!,"to get the numbers on separate lines like his example in the homework, I used these lines of code. Hope this helps!","Hi Willow! This is exactly what I was looking for, thanks for going out of your way to share some of that amazing knowledge that you have so much of!",One thing I was confused about is the formatting of how to get the lines to show up. Here is what worked for me:,,,,
"to get the numbers on separate lines like his example in the homework, I used these lines of code. Hope this helps!","Hi Willow! This is exactly what I was looking for, thanks for going out of your way to share some of that amazing knowledge that you have so much of!",One thing I was confused about is the formatting of how to get the lines to show up. Here is what worked for me:,,,,,
"Hi Willow! This is exactly what I was looking for, thanks for going out of your way to share some of that amazing knowledge that you have so much of!",One thing I was confused about is the formatting of how to get the lines to show up. Here is what worked for me:,,,,,,
"Which error is popping up? My comment could only really help if you were having issues adding Atom or VS as the default text editor for W/MAMP during the install process, so if the text editor is opening fine already then I think it's unrelated ","I tried this and was able to get to the location, but could you explain what to do after, the error still pops up whenever I open up my code, but the code works just fine.","if you ever need to locate the executable file for an application you're already running, you can follow these steps:","https://docs.microsoft.com/en-us/visualstudio/ide/reference/options-text-editor-general?view=vs-2019
 (Links to an external site.)",In the lecture video he shows you how to make Atom the default text editor. Is it the same for Visual Studio users?,,,
"I tried this and was able to get to the location, but could you explain what to do after, the error still pops up whenever I open up my code, but the code works just fine.","if you ever need to locate the executable file for an application you're already running, you can follow these steps:","https://docs.microsoft.com/en-us/visualstudio/ide/reference/options-text-editor-general?view=vs-2019
 (Links to an external site.)",In the lecture video he shows you how to make Atom the default text editor. Is it the same for Visual Studio users?,,,,
"if you ever need to locate the executable file for an application you're already running, you can follow these steps:","https://docs.microsoft.com/en-us/visualstudio/ide/reference/options-text-editor-general?view=vs-2019
 (Links to an external site.)",In the lecture video he shows you how to make Atom the default text editor. Is it the same for Visual Studio users?,,,,,
"https://docs.microsoft.com/en-us/visualstudio/ide/reference/options-text-editor-general?view=vs-2019
 (Links to an external site.)",In the lecture video he shows you how to make Atom the default text editor. Is it the same for Visual Studio users?,,,,,,
"So I redownloaded WampServer twice and then I downloaded all the file options from http://www.microsoft.com/en-us/download/details.aspx?id=30679
 (Links to an external site.)
 as suggested by Stackoverflow.","Hi Sarah, ",I am not sure if this will solve your issue but here is something I found on StackOverflow that could possibly help your situation/error!,This error comes up when I try to open WAMP. Any ideas of a solution?,,,,
"Hi Sarah, ",I am not sure if this will solve your issue but here is something I found on StackOverflow that could possibly help your situation/error!,This error comes up when I try to open WAMP. Any ideas of a solution?,,,,,
I am not sure if this will solve your issue but here is something I found on StackOverflow that could possibly help your situation/error!,This error comes up when I try to open WAMP. Any ideas of a solution?,,,,,,
"My code also wasn't automatically adding the end tag, I had to install the auto class extension in Visual Code to add the tag even though before it just did it on its own.",I also have this problem!,Could you take a screenshot of the problem you are having? I could try and help!,"I don't know if anyone is getting this issue, but when I am trying to create my first demo, I saved my php file and an error popped up saying : it cannot validate my php or something along these lines and when I type in the code it doesn't automatically autofill, does anyone know how to fix this?",,,,
I also have this problem!,Could you take a screenshot of the problem you are having? I could try and help!,"I don't know if anyone is getting this issue, but when I am trying to create my first demo, I saved my php file and an error popped up saying : it cannot validate my php or something along these lines and when I type in the code it doesn't automatically autofill, does anyone know how to fix this?",,,,,
Could you take a screenshot of the problem you are having? I could try and help!,"I don't know if anyone is getting this issue, but when I am trying to create my first demo, I saved my php file and an error popped up saying : it cannot validate my php or something along these lines and when I type in the code it doesn't automatically autofill, does anyone know how to fix this?",,,,,,
"for mac users, you want to go to application / MAMP Folder/ htdoc folder ",You could change the reference of MAMP in mac where you change the root to the MAMP application --> htdocs and save your future PHP files there.,"instead of the c drive, mac users should place their php file in their","For the mac users, I am having difficulty with my MAMP, especially the part with finding the MAMP file c drive that Professor Wang shows in his demo. Does anyone have any suggestions for finding this?",,,,
You could change the reference of MAMP in mac where you change the root to the MAMP application --> htdocs and save your future PHP files there.,"instead of the c drive, mac users should place their php file in their","For the mac users, I am having difficulty with my MAMP, especially the part with finding the MAMP file c drive that Professor Wang shows in his demo. Does anyone have any suggestions for finding this?",,,,,
"instead of the c drive, mac users should place their php file in their","For the mac users, I am having difficulty with my MAMP, especially the part with finding the MAMP file c drive that Professor Wang shows in his demo. Does anyone have any suggestions for finding this?",,,,,,
Make sure you're going to the right site. The files should be downloaded to: This PC > Windows (C:) > wamp64 > www. And then when you go to the browser you should type: localhost/filename.php into the search bar where the filename.php is whatever you named the file.,"there is a chance your severs aren't all running so check the bottom right of your computer and see if the symbol is green meaning they are all running. Also, you could be typing the address wrong.","When I try to test out the demos in the lecture, I get ""This site cannot be reached"". Does anyone know how to troubleshoot this?",,,,,
"there is a chance your severs aren't all running so check the bottom right of your computer and see if the symbol is green meaning they are all running. Also, you could be typing the address wrong.","When I try to test out the demos in the lecture, I get ""This site cannot be reached"". Does anyone know how to troubleshoot this?",,,,,,
This is correct I used a while loop in my homework but a for loop works just as well,I used two for loops and a nested if statement to print everything out and it worked really well for me!,"I think as long as you use two loops to go through the set of numbers, it doesn't matter, but I think for loops are the easiest way to solve the problem","As long as you can iterate through a set of integers, any type of loop works. I personally used for loops and I think it's the most simple way to solve the problem.","You have to use a couple loops, actually. One to determine if the number is prime, and one to go through each number until you reach 50.","For the homework, I'm assuming it does not really matter what type of loop we use as long as it works. Correct?",,
I used two for loops and a nested if statement to print everything out and it worked really well for me!,"I think as long as you use two loops to go through the set of numbers, it doesn't matter, but I think for loops are the easiest way to solve the problem","As long as you can iterate through a set of integers, any type of loop works. I personally used for loops and I think it's the most simple way to solve the problem.","You have to use a couple loops, actually. One to determine if the number is prime, and one to go through each number until you reach 50.","For the homework, I'm assuming it does not really matter what type of loop we use as long as it works. Correct?",,,
"I think as long as you use two loops to go through the set of numbers, it doesn't matter, but I think for loops are the easiest way to solve the problem","As long as you can iterate through a set of integers, any type of loop works. I personally used for loops and I think it's the most simple way to solve the problem.","You have to use a couple loops, actually. One to determine if the number is prime, and one to go through each number until you reach 50.","For the homework, I'm assuming it does not really matter what type of loop we use as long as it works. Correct?",,,,
"As long as you can iterate through a set of integers, any type of loop works. I personally used for loops and I think it's the most simple way to solve the problem.","You have to use a couple loops, actually. One to determine if the number is prime, and one to go through each number until you reach 50.","For the homework, I'm assuming it does not really matter what type of loop we use as long as it works. Correct?",,,,,
"You have to use a couple loops, actually. One to determine if the number is prime, and one to go through each number until you reach 50.","For the homework, I'm assuming it does not really matter what type of loop we use as long as it works. Correct?",,,,,,
Thanks! Any troubleshooting for MAMP setup is very useful. I had some problems as well and this link helped a little bit. Hoping I have everything setup properly now.,"If any Mac users are struggling with MAMP and are getting the ""Error: Apache couldn't be started because port 8888 is in use by some other software"" message then take a look at this link. Got mine to work after changing the permissions. https://stackoverflow.com/questions/27387922/mamp-apache-couldnt-be-started-because-port-is-in-use-and-can-t-connect-to
 (Links to an external site.)",,,,,,
"Yeah, I fixed it by setting the Executable Path in the package settings to the location of the PHP program on my computer, C:\wamp\bin\php\php7.3.5\php.exe","Whenever I save my code, I get an error saying that there was an error running PHPMD, and to see the console for more info. My code still works and I can still view my webpage without any errors, the error just pops up everytime I save it. Is anyone else having this problem?",,,,,,
So I found out that getting rid of the linter package will get rid of the error messages and you can just run/check the code via the wampserver localhost method. So it's not really an issue per se but really annoying.,"I have the exact same issue right now. Demo1.php and Demo2.php work fine for me, just not sure how to go about fixing this error to run my homework. ",It could have something to do with version incongruities. A lot of the time downgrading your PHP version will fix these errors.  ,Hello. So I downloaded Wampserver as instructed and it states that the whole application (including PHP) is working fine. Whenever I go into Atom and try to save a PHP file on Atom the Linter program is giving me two errors as follows:,,,,
"I have the exact same issue right now. Demo1.php and Demo2.php work fine for me, just not sure how to go about fixing this error to run my homework. ",It could have something to do with version incongruities. A lot of the time downgrading your PHP version will fix these errors.  ,Hello. So I downloaded Wampserver as instructed and it states that the whole application (including PHP) is working fine. Whenever I go into Atom and try to save a PHP file on Atom the Linter program is giving me two errors as follows:,,,,,
It could have something to do with version incongruities. A lot of the time downgrading your PHP version will fix these errors.  ,Hello. So I downloaded Wampserver as instructed and it states that the whole application (including PHP) is working fine. Whenever I go into Atom and try to save a PHP file on Atom the Linter program is giving me two errors as follows:,,,,,,
"So I redownloaded WampServer twice and then I downloaded all the file options from http://www.microsoft.com/en-us/download/details.aspx?id=30679
 (Links to an external site.)
 as suggested by Stackoverflow, have you tried downloading these files?","Does anyone have any suggestions on what to do if a System Error pops up and says ""The code execution cannot proceed because MSVCR110.dll was not found. Reinstalling the program may fix this problem."" I have tried reinstalling it twice and have been unable to get the test.php file to work.",,,,,,
"I would say the same thing for error checking. On the homework, for example, if you place a general echo after each loop one at a time, you can check the output for each one to make sure you are getting what you intend.","it may be because you have a syntax error in your code, try to test various lines with a general echo ""hello"" to drill down where the error occurs",Is anyone else having issues with their MAMP servers? Doing demo1.php worked perfectly fine on my laptop but couldn't get demo2.php to work for some reason. Just will not load!,,,,,
"it may be because you have a syntax error in your code, try to test various lines with a general echo ""hello"" to drill down where the error occurs",Is anyone else having issues with their MAMP servers? Doing demo1.php worked perfectly fine on my laptop but couldn't get demo2.php to work for some reason. Just will not load!,,,,,,
And it's great that they work together too based on this unit and the extra credit! Thanks for sharing this. It's exciting we can combine so many of these languages,"Thank you Alex, very cool!","We learn a lot of languages through this course and it's great because everything we have learned so far are all considered highly valuable languages to know! Based on this website, PHP is listed as number 6 and JavaScript is listed as number 1! Take the time to learn the languages and it'll be really useful for the future!",,,,,
"Thank you Alex, very cool!","We learn a lot of languages through this course and it's great because everything we have learned so far are all considered highly valuable languages to know! Based on this website, PHP is listed as number 6 and JavaScript is listed as number 1! Take the time to learn the languages and it'll be really useful for the future!",,,,,,
Thank you for sharing. I was wondering why it was always orange and how only 2 of 3 services were running and not all three. ,"If anyone is confused about why their wamp server is orange, ",,,,,,
Thanks for the help! No errors and running smooth,"Thank you for this post, really helped me figure out where I needed to save my php files on mac!","For anyone with a Mac trying to install MAMP, I found this link very helpful. Hope it helps!",,,,,
"Thank you for this post, really helped me figure out where I needed to save my php files on mac!","For anyone with a Mac trying to install MAMP, I found this link very helpful. Hope it helps!",,,,,,
You might be downloading a version uncompatible with your computer. try the x36 instead of the x64 version,Just make sure you're downloading the right version for your computer and carefully follow the instructions on the online lecture!,"I had it showing up as orange yesterday right when I downloaded but today when I reponed it, it turned green. I assume the system takes time to process? ",Has anyone been able to fix their issue with their wamp icon being orange? I've tried uninstalling and reinstalling twice and it still hasn't changed. ,,,,
Just make sure you're downloading the right version for your computer and carefully follow the instructions on the online lecture!,"I had it showing up as orange yesterday right when I downloaded but today when I reponed it, it turned green. I assume the system takes time to process? ",Has anyone been able to fix their issue with their wamp icon being orange? I've tried uninstalling and reinstalling twice and it still hasn't changed. ,,,,,
"I had it showing up as orange yesterday right when I downloaded but today when I reponed it, it turned green. I assume the system takes time to process? ",Has anyone been able to fix their issue with their wamp icon being orange? I've tried uninstalling and reinstalling twice and it still hasn't changed. ,,,,,,
"This was actually very helpful, I couldn't figure out how to see my php file and adding the four eights at the end of the localhost. Thanks Chris!","^ If you're wondering what that ""8888"" means, it's the port number that the php file is being hosted on",Yeah you have to use localhost:8888/HW10.php.,"I am using Mamp and have written a HW10.php code and saved it to Mamp->htdocs. Everytime I try to load open up my HW10.php file by using localhost/HW10.php, nothing loads and when viewing the developer console on google chrome I am given the error ""Failed to load resource: the server responded with a status of 500 (Internal Server Error)."" Anyone know how to fix this? I believe it might have something to do with where I saved my file.",,,,
"^ If you're wondering what that ""8888"" means, it's the port number that the php file is being hosted on",Yeah you have to use localhost:8888/HW10.php.,"I am using Mamp and have written a HW10.php code and saved it to Mamp->htdocs. Everytime I try to load open up my HW10.php file by using localhost/HW10.php, nothing loads and when viewing the developer console on google chrome I am given the error ""Failed to load resource: the server responded with a status of 500 (Internal Server Error)."" Anyone know how to fix this? I believe it might have something to do with where I saved my file.",,,,,
